emoji,hexcode,group,subgroups,annotation,tags,openmoji_tags,openmoji_author,openmoji_date,skintone,skintone_combination,skintone_base_emoji,skintone_base_hexcode,unicode,order
🫈,1FAC8,people-body,person-fantasy,hairy creature,"bigfoot, cryptid, forest, giant, hairy, sasquatch, woodwose, yeti",,,,,,,,17,1891
